filename,source_split,group_id,proposed_split,rationale
image60.jpeg,train,grp_scene_0060,val,general_construction_scene
image61.jpg,train,grp_scene_0061,train,general_construction_scene
image62.jpeg,train,grp_scene_0062,train,general_construction_scene
image63.jpg,test,grp_scene_0063,train,general_construction_scene
image64.jpeg,train,grp_scene_0064,train,general_construction_scene
image65.jpeg,val,grp_scene_0065,train,general_construction_scene
image66.jpg,train,grp_scene_0066,train,general_construction_scene
image67.jpeg,train,grp_scene_0067,test,general_construction_scene
image68.jpg,train,grp_scene_0068,train,general_construction_scene
image69.jpeg,train,grp_scene_0069,train,general_construction_scene
image70.jpeg,test,grp_scene_0070,val,general_construction_scene
image71.jpg,train,grp_scene_0071,train,general_construction_scene
image72.jpeg,train,grp_scene_0072,train,general_construction_scene
image73.jpg,train,grp_scene_0073,train,general_construction_scene
image74.jpeg,val,grp_scene_0074,train,general_construction_scene
image75.jpg,train,grp_scene_0075,train,general_construction_scene
image76.jpg,train,grp_scene_0076,train,general_construction_scene
image77.jpg,train,grp_scene_0077,test,general_construction_scene
image78.jpg,train,grp_scene_0078,train,general_construction_scene
image79.jpg,train,grp_scene_0079,train,general_construction_scene
image80.jpg,train,grp_scene_0080,val,general_construction_scene
image81.jpg,train,grp_scene_0081,train,general_construction_scene
image82.jpg,train,grp_scene_0082,train,general_construction_scene
image83.jpg,train,grp_scene_0083,train,general_construction_scene
image84.jpg,train,grp_scene_0084,train,general_construction_scene
image85.jpg,train,grp_scene_0085,train,general_construction_scene
image86.jpg,train,grp_scene_0086,train,general_construction_scene
image87.jpg,train,grp_scene_0087,test,general_construction_scene
image88.jpg,train,grp_scene_0088,train,general_construction_scene
image89.jpeg,train,grp_scene_0089,train,general_construction_scene
image90.jpg,train,grp_scene_0090,val,general_construction_scene
image91.jpg,train,grp_scene_0091,train,general_construction_scene
image92.jpg,train,grp_scene_0092,train,general_construction_scene
image93.jpg,train,grp_scene_0093,train,general_construction_scene
image94.jpg,train,grp_scene_0094,train,general_construction_scene
image95.jpg,train,grp_scene_0095,train,general_construction_scene
image96.jpg,train,grp_scene_0096,train,general_construction_scene
image97.jpg,train,grp_scene_0097,test,general_construction_scene
image98.jpg,test,grp_scene_0098,train,general_construction_scene
image99.jpeg,train,grp_scene_0099,train,general_construction_scene
image100.jpg,train,grp_china_police_inspection,train,china_police_highway_inspection
image101.jpeg,train,grp_scene_0101,train,general_construction_scene
image102.jpg,train,grp_scene_0102,train,general_construction_scene
image103.jpeg,train,grp_scene_0103,train,general_construction_scene
image104.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image105.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image106.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image107.jpg,train,grp_warehouse_worker,train,warehouse_worker_photoshoot
image108.jpg,train,grp_warehouse_worker,train,warehouse_worker_photoshoot
image109.jpg,train,grp_scene_0109,train,general_construction_scene
image110.jpg,test,grp_scene_0110,val,general_construction_scene
image111.jpg,train,grp_scene_0111,train,general_construction_scene
image112.jpeg,train,grp_scene_0112,train,general_construction_scene
image113.jpg,train,grp_scene_0113,train,general_construction_scene
image114.jpg,train,grp_scene_0114,train,general_construction_scene
image115.jpg,val,grp_scene_0115,train,general_construction_scene
image116.jpg,test,grp_scene_0116,train,general_construction_scene
image117.jpg,val,grp_scene_0117,test,general_construction_scene
image118.jpg,train,grp_scene_0118,train,general_construction_scene
image119.jpg,train,grp_scene_0119,train,general_construction_scene
image120.jpg,train,grp_scene_0120,val,general_construction_scene
image121.jpg,train,grp_scene_0121,train,general_construction_scene
image122.jpeg,test,grp_scene_0122,train,general_construction_scene
image123.jpg,train,grp_scene_0123,train,general_construction_scene
image124.jpg,train,grp_scene_0124,train,general_construction_scene
image125.jpg,train,grp_scene_0125,train,general_construction_scene
image126.jpg,train,grp_scene_0126,train,general_construction_scene
image127.jpg,train,grp_scene_0127,test,general_construction_scene
image128.jpg,train,grp_scene_0128,train,general_construction_scene
image129.jpg,train,grp_scene_0129,train,general_construction_scene
image130.jpg,val,grp_scene_0130,val,general_construction_scene
image131.jpg,train,grp_scene_0131,train,general_construction_scene
image132.jpg,val,grp_scene_0132,train,general_construction_scene
image133.jpeg,train,grp_scene_0133,train,general_construction_scene
image134.jpg,train,grp_scene_0134,train,general_construction_scene
image135.jpg,train,grp_scene_0135,train,general_construction_scene
image136.jpg,train,grp_scene_0136,train,general_construction_scene
image137.jpg,val,grp_scene_0137,test,general_construction_scene
image138.jpg,train,grp_scene_0138,train,general_construction_scene
image139.jpg,train,grp_scene_0139,train,general_construction_scene
image140.jpg,test,grp_scene_0140,val,general_construction_scene
image141.jpeg,val,grp_scene_0141,train,general_construction_scene
image142.jpg,train,grp_scene_0142,train,general_construction_scene
image143.jpg,train,grp_scene_0143,train,general_construction_scene
image144.jpg,val,grp_scene_0144,train,general_construction_scene
image145.jpg,train,grp_scene_0145,train,general_construction_scene
image146.jpg,train,grp_scene_0146,train,general_construction_scene
image147.jpg,train,grp_scene_0147,test,general_construction_scene
image148.jpg,train,grp_scene_0148,train,general_construction_scene
image149.jpg,test,grp_scene_0149,train,general_construction_scene
image150.jpg,test,grp_scene_0150,val,general_construction_scene
image151.jpg,val,grp_scene_0151,train,general_construction_scene
image152.jpeg,train,grp_scene_0152,train,general_construction_scene
image153.jpg,train,grp_scene_0153,train,general_construction_scene
image154.jpg,train,grp_scene_0154,train,general_construction_scene
image155.jpeg,train,grp_scene_0155,train,general_construction_scene
image156.jpg,train,grp_scene_0156,train,general_construction_scene
image157.jpeg,train,grp_scene_0157,test,general_construction_scene
image158.jpeg,train,grp_scene_0158,train,general_construction_scene
image159.jpeg,train,grp_scene_0159,train,general_construction_scene
image160.jpg,test,grp_scene_0160,val,general_construction_scene
image161.jpg,test,grp_scene_0161,train,general_construction_scene
image162.jpg,train,grp_scene_0162,train,general_construction_scene
image163.jpg,train,grp_scene_0163,train,general_construction_scene
image164.jpg,val,grp_scene_0164,train,general_construction_scene
image165.jpg,train,grp_scene_0165,train,general_construction_scene
image166.jpg,train,grp_scene_0166,train,general_construction_scene
image167.jpg,test,grp_scene_0167,test,general_construction_scene
image168.jpg,test,grp_scene_0168,train,general_construction_scene
image169.jpg,test,grp_scene_0169,train,general_construction_scene
image170.jpg,train,grp_scene_0170,val,general_construction_scene
image171.jpg,val,grp_scene_0171,train,general_construction_scene
image172.jpg,train,grp_scene_0172,train,general_construction_scene
image173.jpg,train,grp_scene_0173,train,general_construction_scene
image174.jpg,train,grp_scene_0174,train,general_construction_scene
image175.jpg,train,grp_scene_0175,train,general_construction_scene
image176.jpg,val,grp_scene_0176,train,general_construction_scene
image177.jpg,train,grp_scene_0177,test,general_construction_scene
image178.jpg,train,grp_scene_0178,train,general_construction_scene
image179.jpg,train,grp_scene_0179,train,general_construction_scene
image180.jpg,test,grp_scene_0180,val,general_construction_scene
image181.jpg,train,grp_scene_0181,train,general_construction_scene
image182.jpg,test,grp_scene_0182,train,general_construction_scene
image183.jpg,train,grp_scene_0183,train,general_construction_scene
image184.jpg,train,grp_scene_0184,train,general_construction_scene
image185.jpg,train,grp_scene_0185,train,general_construction_scene
image186.jpg,train,grp_scene_0186,train,general_construction_scene
image187.jpg,train,grp_scene_0187,test,general_construction_scene
image188.jpg,train,grp_scene_0188,train,general_construction_scene
image189.jpg,train,grp_scene_0189,train,general_construction_scene
image190.jpg,test,grp_scene_0190,val,general_construction_scene
image191.jpg,train,grp_scene_0191,train,general_construction_scene
image192.jpg,train,grp_scene_0192,train,general_construction_scene
image193.jpg,train,grp_scene_0193,train,general_construction_scene
image194.jpg,train,grp_scene_0194,train,general_construction_scene
image195.jpg,train,grp_scene_0195,train,general_construction_scene
image196.jpg,train,grp_scene_0196,train,general_construction_scene
image197.jpg,train,grp_scene_0197,test,general_construction_scene
image198.jpg,train,grp_scene_0198,train,general_construction_scene
image199.jpg,val,grp_scene_0199,train,general_construction_scene
image200.jpg,train,grp_scene_0200,val,general_construction_scene
image201.jpg,train,grp_scene_0201,train,general_construction_scene
image202.jpg,val,grp_scene_0202,train,general_construction_scene
image203.jpg,train,grp_scene_0203,train,general_construction_scene
image204.jpg,train,grp_scene_0204,train,general_construction_scene
image205.jpg,train,grp_scene_0205,train,general_construction_scene
image206.jpg,train,grp_scene_0206,train,general_construction_scene
image207.jpg,test,grp_scene_0207,test,general_construction_scene
image208.jpeg,train,grp_scene_0208,train,general_construction_scene
image209.jpg,train,grp_scene_0209,train,general_construction_scene
image210.jpg,train,grp_scene_0210,val,general_construction_scene
image211.jpeg,train,grp_scene_0211,train,general_construction_scene
image212.jpg,val,grp_scene_0212,train,general_construction_scene
image213.jpg,train,grp_scene_0213,train,general_construction_scene
image214.jpeg,train,grp_scene_0214,train,general_construction_scene
image215.jpeg,train,grp_scene_0215,train,general_construction_scene
image216.jpg,train,grp_scene_0216,train,general_construction_scene
image217.jpg,train,grp_scene_0217,test,general_construction_scene
image218.jpg,train,grp_scene_0218,train,general_construction_scene
image219.jpg,train,grp_scene_0219,train,general_construction_scene
image220.jpg,train,grp_scene_0220,val,general_construction_scene
image221.jpg,train,grp_scene_0221,train,general_construction_scene
image222.jpg,train,grp_scene_0222,train,general_construction_scene
image223.jpg,train,grp_scene_0223,train,general_construction_scene
image224.jpg,train,grp_scene_0224,train,general_construction_scene
image225.jpg,test,grp_scene_0225,train,general_construction_scene
image226.jpg,train,grp_scene_0226,train,general_construction_scene
image227.jpg,train,grp_scene_0227,test,general_construction_scene
image228.jpg,train,grp_scene_0228,train,general_construction_scene
image229.jpg,train,grp_scene_0229,train,general_construction_scene
image230.jpg,val,grp_scene_0230,val,general_construction_scene
image231.jpg,test,grp_scene_0231,train,general_construction_scene
image232.jpg,train,grp_scene_0232,train,general_construction_scene
image233.jpg,train,grp_scene_0233,train,general_construction_scene
image234.jpg,train,grp_scene_0234,train,general_construction_scene
image235.jpg,train,grp_scene_0235,train,general_construction_scene
image236.jpg,train,grp_scene_0236,train,general_construction_scene
image237.jpg,train,grp_scene_0237,test,general_construction_scene
image238.jpg,val,grp_scene_0238,train,general_construction_scene
image239.jpg,train,grp_scene_0239,train,general_construction_scene
image240.jpg,train,grp_scene_0240,val,general_construction_scene
image241.jpg,test,grp_scene_0241,train,general_construction_scene
image242.jpg,train,grp_scene_0242,train,general_construction_scene
image243.jpg,train,grp_scene_0243,train,general_construction_scene
image244.jpg,train,grp_scene_0244,train,general_construction_scene
image245.jpg,train,grp_scene_0245,train,general_construction_scene
image246.jpg,train,grp_scene_0246,train,general_construction_scene
image247.jpg,train,grp_scene_0247,test,general_construction_scene
image248.jpg,train,grp_scene_0248,train,general_construction_scene
image249.jpg,train,grp_scene_0249,train,general_construction_scene
image250.jpg,train,grp_scene_0250,val,general_construction_scene
image251.jpg,train,grp_scene_0251,train,general_construction_scene
image252.jpg,train,grp_scene_0252,train,general_construction_scene
image253.jpg,val,grp_scene_0253,train,general_construction_scene
image254.jpg,train,grp_scene_0254,train,general_construction_scene
image255.jpg,train,grp_scene_0255,train,general_construction_scene
image256.jpg,train,grp_scene_0256,train,general_construction_scene
image257.jpg,test,grp_scene_0257,test,general_construction_scene
image258.jpg,train,grp_scene_0258,train,general_construction_scene
image259.jpg,val,grp_scene_0259,train,general_construction_scene
image260.jpg,train,grp_scene_0260,val,general_construction_scene
image261.jpg,train,grp_scene_0261,train,general_construction_scene
image262.jpg,train,grp_scene_0262,train,general_construction_scene
image263.jpg,train,grp_scene_0263,train,general_construction_scene
image264.jpg,train,grp_scene_0264,train,general_construction_scene
image265.jpg,train,grp_scene_0265,train,general_construction_scene
image266.jpg,train,grp_scene_0266,train,general_construction_scene
image267.jpg,train,grp_scene_0267,test,general_construction_scene
image268.jpg,train,grp_scene_0268,train,general_construction_scene
image269.jpg,train,grp_scene_0269,train,general_construction_scene
image270.jpg,val,grp_scene_0270,val,general_construction_scene
image271.jpg,test,grp_scene_0271,train,general_construction_scene
image272.jpg,train,grp_scene_0272,train,general_construction_scene
image273.jpg,train,grp_scene_0273,train,general_construction_scene
image274.jpg,train,grp_scene_0274,train,general_construction_scene
image275.jpg,train,grp_scene_0275,train,general_construction_scene
image276.jpg,train,grp_scene_0276,train,general_construction_scene
image277.jpg,train,grp_scene_0277,test,general_construction_scene
image278.jpg,val,grp_scene_0278,train,general_construction_scene
image279.jpg,train,grp_scene_0279,train,general_construction_scene
image280.jpg,train,grp_scene_0280,val,general_construction_scene
image281.jpg,train,grp_scene_0281,train,general_construction_scene
image282.jpg,train,grp_scene_0282,train,general_construction_scene
image283.jpg,train,grp_scene_0283,train,general_construction_scene
image284.jpg,train,grp_scene_0284,train,general_construction_scene
image285.jpg,train,grp_scene_0285,train,general_construction_scene
image286.jpg,train,grp_scene_0286,train,general_construction_scene
image287.jpg,test,grp_scene_0287,test,general_construction_scene
image288.jpg,train,grp_scene_0288,train,general_construction_scene
image289.jpg,train,grp_scene_0289,train,general_construction_scene
image290.jpg,train,grp_scene_0290,val,general_construction_scene
image291.jpg,train,grp_scene_0291,train,general_construction_scene
image292.jpg,train,grp_scene_0292,train,general_construction_scene
image293.jpeg,train,grp_scene_0293,train,general_construction_scene
image294.jpg,train,grp_scene_0294,train,general_construction_scene
image295.jpg,train,grp_scene_0295,train,general_construction_scene
image296.jpg,test,grp_scene_0296,train,general_construction_scene
image297.jpg,train,grp_scene_0297,test,general_construction_scene
image298.jpg,train,grp_scene_0298,train,general_construction_scene
image299.jpg,train,grp_scene_0299,train,general_construction_scene
image300.jpeg,train,grp_scene_0300,val,general_construction_scene
image301.jpg,train,grp_scene_0301,train,general_construction_scene
image302.jpg,train,grp_scene_0302,train,general_construction_scene
image303.jpg,train,grp_scene_0303,train,general_construction_scene
image304.jpg,train,grp_scene_0304,train,general_construction_scene
image305.jpg,train,grp_scene_0305,train,general_construction_scene
image306.jpg,train,grp_scene_0306,train,general_construction_scene
image307.jpg,train,grp_scene_0307,test,general_construction_scene
image308.jpg,train,grp_scene_0308,train,general_construction_scene
image309.jpg,train,grp_scene_0309,train,general_construction_scene
image310.jpg,train,grp_scene_0310,val,general_construction_scene
image311.jpg,train,grp_scene_0311,train,general_construction_scene
image312.jpg,train,grp_scene_0312,train,general_construction_scene
image313.jpg,train,grp_scene_0313,train,general_construction_scene
image314.jpg,train,grp_scene_0314,train,general_construction_scene
image315.jpg,train,grp_scene_0315,train,general_construction_scene
image316.jpg,train,grp_scene_0316,train,general_construction_scene
image317.jpg,train,grp_scene_0317,test,general_construction_scene
image318.jpg,val,grp_scene_0318,train,general_construction_scene
image319.jpg,train,grp_scene_0319,train,general_construction_scene
image320.jpg,train,grp_scene_0320,val,general_construction_scene
image321.jpg,train,grp_scene_0321,train,general_construction_scene
image322.jpg,train,grp_scene_0322,train,general_construction_scene
image323.jpg,train,grp_scene_0323,train,general_construction_scene
image324.jpg,test,grp_scene_0324,train,general_construction_scene
image325.jpg,train,grp_scene_0325,train,general_construction_scene
image326.jpg,train,grp_scene_0326,train,general_construction_scene
image327.jpeg,train,grp_scene_0327,test,general_construction_scene
image328.jpeg,train,grp_scene_0328,train,general_construction_scene
image329.jpeg,val,grp_scene_0329,train,general_construction_scene
image330.jpg,val,grp_scene_0330,val,general_construction_scene
image331.jpg,train,grp_scene_0331,train,general_construction_scene
image332.jpg,train,grp_scene_0332,train,general_construction_scene
image333.jpg,train,grp_scene_0333,train,general_construction_scene
image334.jpg,train,grp_scene_0334,train,general_construction_scene
image335.jpg,train,grp_scene_0335,train,general_construction_scene
image336.jpg,train,grp_scene_0336,train,general_construction_scene
image337.jpg,val,grp_scene_0337,test,general_construction_scene
image338.jpg,train,grp_scene_0338,train,general_construction_scene
image339.jpg,train,grp_scene_0339,train,general_construction_scene
image340.jpg,train,grp_scene_0340,val,general_construction_scene
image341.jpg,train,grp_scene_0341,train,general_construction_scene
image342.jpg,train,grp_scene_0342,train,general_construction_scene
image343.jpeg,train,grp_scene_0343,train,general_construction_scene
image344.jpg,train,grp_scene_0344,train,general_construction_scene
image345.jpg,test,grp_scene_0345,train,general_construction_scene
image346.jpg,train,grp_scene_0346,train,general_construction_scene
image347.jpg,val,grp_scene_0347,test,general_construction_scene
image348.jpg,train,grp_scene_0348,train,general_construction_scene
image349.jpg,train,grp_scene_0349,train,general_construction_scene
image350.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image351.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image352.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image353.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image354.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image355.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image356.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image357.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image358.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image359.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image360.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image361.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image362.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image363.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image364.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image365.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image366.jpg,train,grp_scene_0366,train,general_construction_scene
image367.jpg,train,grp_scene_0367,test,general_construction_scene
image368.jpg,train,grp_scene_0368,train,general_construction_scene
image369.jpg,train,grp_scene_0369,train,general_construction_scene
image370.jpg,train,grp_scene_0370,val,general_construction_scene
image371.jpg,train,grp_scene_0371,train,general_construction_scene
image372.jpg,train,grp_scene_0372,train,general_construction_scene
image373.jpg,train,grp_scene_0373,train,general_construction_scene
image374.jpg,train,grp_scene_0374,train,general_construction_scene
image375.jpg,train,grp_scene_0375,train,general_construction_scene
image376.jpg,train,grp_scene_0376,train,general_construction_scene
image377.jpg,train,grp_scene_0377,test,general_construction_scene
image378.jpg,train,grp_scene_0378,train,general_construction_scene
image379.jpg,train,grp_scene_0379,train,general_construction_scene
image380.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image381.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image382.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image383.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image384.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image385.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image386.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image387.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image388.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image389.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image390.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image391.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image392.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image393.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image394.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image395.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image396.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image397.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image398.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image399.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image400.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image401.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image402.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image403.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image404.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image405.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image406.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image407.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image408.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image409.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image410.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image411.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image412.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image413.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image414.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image415.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image416.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image417.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image418.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image419.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image420.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image421.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image422.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image423.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image424.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image425.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image426.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image427.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image428.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image429.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image430.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image431.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image432.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image433.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image434.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image435.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image436.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image437.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image438.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image439.jpeg,val,grp_scene_0439,train,general_construction_scene
image440.jpg,train,grp_scene_0440,val,general_construction_scene
image441.jpg,test,grp_scene_0441,train,general_construction_scene
image442.jpg,train,grp_scene_0442,train,general_construction_scene
image443.jpg,train,grp_scene_0443,train,general_construction_scene
image444.jpg,test,grp_scene_0444,train,general_construction_scene
image445.jpg,train,grp_scene_0445,train,general_construction_scene
image446.jpg,val,grp_scene_0446,train,general_construction_scene
image447.jpg,train,grp_scene_0447,test,general_construction_scene
image448.jpg,train,grp_scene_0448,train,general_construction_scene
image449.jpg,train,grp_scene_0449,train,general_construction_scene
image450.jpg,test,grp_scene_0450,val,general_construction_scene
image451.jpg,train,grp_scene_0451,train,general_construction_scene
image452.jpg,train,grp_scene_0452,train,general_construction_scene
image453.jpg,train,grp_scene_0453,train,general_construction_scene
image454.jpg,train,grp_scene_0454,train,general_construction_scene
image455.jpg,train,grp_scene_0455,train,general_construction_scene
image456.jpg,train,grp_scene_0456,train,general_construction_scene
image457.jpg,train,grp_scene_0457,test,general_construction_scene
image458.jpg,train,grp_scene_0458,train,general_construction_scene
image459.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image460.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image461.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image462.jpg,test,grp_rooftop_a,train,rooftop_actor_sequence_a
image463.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image464.jpg,val,grp_rooftop_a,train,rooftop_actor_sequence_a
image465.jpg,train,grp_rooftop_a,train,rooftop_actor_sequence_a
image466.jpg,train,grp_scene_0466,train,general_construction_scene
image467.jpg,train,grp_scene_0467,test,general_construction_scene
image468.jpg,train,grp_scene_0468,train,general_construction_scene
image469.jpg,train,grp_scene_0469,train,general_construction_scene
image470.jpeg,test,grp_scene_0470,val,general_construction_scene
image471.jpg,train,grp_scene_0471,train,general_construction_scene
image472.jpg,train,grp_scene_0472,train,general_construction_scene
image473.jpg,train,grp_scene_0473,train,general_construction_scene
