filename,source_split,proposed_split,group_id,issue_types,target_classes,evidence,worker_remediated_boxes,worker_review_status,qa_overlay_path,human_qa_verdict,human_qa_notes
WEB07622.jpg,train,train,grp_web_single_WEB07622,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB07622_qa.jpg,PENDING_HUMAN_QA,
WEB08482.jpg,train,train,grp_web_single_WEB08482,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB08482_qa.jpg,PENDING_HUMAN_QA,
WEB09054.jpg,train,train,grp_web_single_WEB09054,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=3, corrected_boxes=3","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB09054_qa.jpg,PENDING_HUMAN_QA,
AoF04927.jpg,val,train,grp_aof_00001,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04927_qa.jpg,PENDING_HUMAN_QA,
WEB04617.jpg,val,train,grp_web_00577,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=5, corrected_boxes=5","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB04617_qa.jpg,PENDING_HUMAN_QA,
WEB05709.jpg,val,train,grp_web_00300,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=9, corrected_boxes=9","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB05709_qa.jpg,PENDING_HUMAN_QA,
WEB08690.jpg,val,val,grp_web_single_WEB08690,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=4, corrected_boxes=4","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/val/WEB08690_qa.jpg,PENDING_HUMAN_QA,
AoF07968.jpg,test,test,grp_aof_single_AoF07968,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=4, corrected_boxes=4","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/AoF07968_qa.jpg,PENDING_HUMAN_QA,
WEB10610.jpg,test,test,grp_web_single_WEB10610,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=4, corrected_boxes=4","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/WEB10610_qa.jpg,PENDING_HUMAN_QA,
WEB10810.jpg,test,test,grp_web_single_WEB10810,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=3, corrected_boxes=3","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/WEB10810_qa.jpg,PENDING_HUMAN_QA,
WEB11169.jpg,test,test,grp_web_single_WEB11169,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=6, corrected_boxes=6","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/WEB11169_qa.jpg,PENDING_HUMAN_QA,
AoF00002.jpg,train,train,grp_aof_single_AoF00002,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF00002_qa.jpg,PENDING_HUMAN_QA,
AoF05556.jpg,train,train,grp_aof_00006,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF05556_qa.jpg,PENDING_HUMAN_QA,
AoF06029.jpg,train,train,grp_aof_00008,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF06029_qa.jpg,PENDING_HUMAN_QA,
AoF06511.jpg,train,train,grp_aof_00064,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF06511_qa.jpg,PENDING_HUMAN_QA,
PublicDataset00394.jpg,train,train,grp_publicdataset_00022,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/PublicDataset00394_qa.jpg,PENDING_HUMAN_QA,
WEB06017.jpg,train,train,grp_web_single_WEB06017,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB06017_qa.jpg,PENDING_HUMAN_QA,
WEB06661.jpg,train,train,grp_web_single_WEB06661,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB06661_qa.jpg,PENDING_HUMAN_QA,
WEB07504.jpg,train,train,grp_web_single_WEB07504,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB07504_qa.jpg,PENDING_HUMAN_QA,
WEB08174.jpg,train,train,grp_web_00447,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB08174_qa.jpg,PENDING_HUMAN_QA,
WEB08858.jpg,train,train,grp_web_01115,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB08858_qa.jpg,PENDING_HUMAN_QA,
AoF05498.jpg,val,train,grp_aof_00012,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF05498_qa.jpg,PENDING_HUMAN_QA,
WEB06337.jpg,val,val,grp_web_single_WEB06337,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/val/WEB06337_qa.jpg,PENDING_HUMAN_QA,
AoF07973.jpg,test,test,grp_aof_single_AoF07973,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/AoF07973_qa.jpg,PENDING_HUMAN_QA,
AoF08370.jpg,test,test,grp_aof_single_AoF08370,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/AoF08370_qa.jpg,PENDING_HUMAN_QA,
WEB11244.jpg,test,test,grp_web_single_WEB11244,normal_sample_audit,smoke,"Raw: stratified_smoke; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/WEB11244_qa.jpg,PENDING_HUMAN_QA,
AoF00000.jpg,train,train,grp_aof_single_AoF00000,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF00000_qa.jpg,PENDING_HUMAN_QA,
AoF00791.jpg,train,train,grp_aof_00002,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF00791_qa.jpg,PENDING_HUMAN_QA,
AoF01588.jpg,train,train,grp_aof_00003,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF01588_qa.jpg,PENDING_HUMAN_QA,
AoF02391.jpg,train,train,grp_aof_00035,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF02391_qa.jpg,PENDING_HUMAN_QA,
AoF03190.jpg,train,train,grp_aof_01615,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF03190_qa.jpg,PENDING_HUMAN_QA,
AoF04004.jpg,train,train,grp_aof_00147,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04004_qa.jpg,PENDING_HUMAN_QA,
WEB00631.jpg,train,train,grp_web_00224,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB00631_qa.jpg,PENDING_HUMAN_QA,
WEB01434.jpg,train,train,grp_web_00043,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB01434_qa.jpg,PENDING_HUMAN_QA,
WEB02214.jpg,train,train,grp_web_single_WEB02214,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB02214_qa.jpg,PENDING_HUMAN_QA,
WEB03000.jpg,train,train,grp_web_single_WEB03000,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB03000_qa.jpg,PENDING_HUMAN_QA,
AoF00544.jpg,val,train,grp_aof_00002,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF00544_qa.jpg,PENDING_HUMAN_QA,
WEB00019.jpg,val,train,grp_publicdataset_00039,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB00019_qa.jpg,PENDING_HUMAN_QA,
AoF06750.jpg,test,test,grp_aof_single_AoF06750,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/AoF06750_qa.jpg,PENDING_HUMAN_QA,
AoF07406.jpg,test,train,grp_aof_00010,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF07406_qa.jpg,PENDING_HUMAN_QA,
WEB09754.jpg,test,train,grp_web_00092,normal_sample_audit,negative,"Raw: stratified_negative; raw_boxes=0, corrected_boxes=0","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB09754_qa.jpg,PENDING_HUMAN_QA,
AoF05470.jpg,train,train,grp_aof_00100,degenerate_zero_area_box,smoke,"Raw: degenerate_zero_area_smoke; raw_boxes=2, corrected_boxes=1",Dropped degenerate zero-area box; valid context preserved,WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF05470_qa.jpg,PENDING_HUMAN_QA,
