filename,sample_type,source_split,proposed_split,group_id,category,fire_boxes,smoke_boxes,total_boxes,unboxed_person_flag,defect_flag,worker_audit_notes
WEB03892.jpg,both,train,train,grp_web_01367,both,4,1,5,0,0,stratified_both
WEB04195.jpg,both,train,train,grp_web_single_WEB04195,both,2,1,3,0,0,stratified_both
WEB04478.jpg,both,train,train,grp_web_single_WEB04478,both,9,2,11,0,0,stratified_both
WEB04759.jpg,both,train,train,grp_web_single_WEB04759,both,2,1,3,0,0,stratified_both
WEB05013.jpg,both,train,train,grp_web_01318,both,3,2,5,0,0,stratified_both
WEB05255.jpg,both,train,train,grp_web_single_WEB05255,both,3,2,5,0,0,stratified_both
WEB05562.jpg,both,train,train,grp_web_01288,both,1,1,2,0,0,stratified_both
WEB05832.jpg,both,train,train,grp_web_single_WEB05832,both,8,1,9,0,0,stratified_both
WEB06288.jpg,both,train,train,grp_web_single_WEB06288,both,1,1,2,0,0,stratified_both
WEB06976.jpg,both,train,train,grp_web_single_WEB06976,both,5,1,6,0,0,stratified_both
WEB07622.jpg,both,train,train,grp_web_single_WEB07622,both,1,1,2,0,0,stratified_both
WEB08482.jpg,both,train,train,grp_web_single_WEB08482,both,1,1,2,0,0,stratified_both
WEB09054.jpg,both,train,train,grp_web_single_WEB09054,both,1,2,3,0,0,stratified_both
AoF04927.jpg,both,val,train,grp_aof_00001,both,1,1,2,0,0,stratified_both
WEB04617.jpg,both,val,train,grp_web_00577,both,4,1,5,0,0,stratified_both
WEB05709.jpg,both,val,train,grp_web_00300,both,6,3,9,0,0,stratified_both
WEB08690.jpg,both,val,val,grp_web_single_WEB08690,both,3,1,4,0,0,stratified_both
AoF07968.jpg,both,test,test,grp_aof_single_AoF07968,both,3,1,4,0,0,stratified_both
WEB10610.jpg,both,test,test,grp_web_single_WEB10610,both,3,1,4,0,0,stratified_both
WEB10810.jpg,both,test,test,grp_web_single_WEB10810,both,2,1,3,0,0,stratified_both
WEB11169.jpg,both,test,test,grp_web_single_WEB11169,both,5,1,6,0,0,stratified_both
AoF00002.jpg,smoke_only,train,train,grp_aof_single_AoF00002,smoke_only,0,1,1,0,0,stratified_smoke
AoF05556.jpg,smoke_only,train,train,grp_aof_00006,smoke_only,0,1,1,0,0,stratified_smoke
AoF06029.jpg,smoke_only,train,train,grp_aof_00008,smoke_only,0,1,1,0,0,stratified_smoke
AoF06511.jpg,smoke_only,train,train,grp_aof_00064,smoke_only,0,1,1,0,0,stratified_smoke
PublicDataset00394.jpg,smoke_only,train,train,grp_publicdataset_00022,smoke_only,0,1,1,0,0,stratified_smoke
WEB06017.jpg,smoke_only,train,train,grp_web_single_WEB06017,smoke_only,0,1,1,0,0,stratified_smoke
WEB06661.jpg,smoke_only,train,train,grp_web_single_WEB06661,smoke_only,0,1,1,0,0,stratified_smoke
WEB07504.jpg,smoke_only,train,train,grp_web_single_WEB07504,smoke_only,0,1,1,0,0,stratified_smoke
WEB08174.jpg,smoke_only,train,train,grp_web_00447,smoke_only,0,1,1,0,0,stratified_smoke
WEB08858.jpg,smoke_only,train,train,grp_web_01115,smoke_only,0,1,1,0,0,stratified_smoke
AoF05498.jpg,smoke_only,val,train,grp_aof_00012,smoke_only,0,1,1,0,0,stratified_smoke
WEB06337.jpg,smoke_only,val,val,grp_web_single_WEB06337,smoke_only,0,1,1,0,0,stratified_smoke
AoF07973.jpg,smoke_only,test,test,grp_aof_single_AoF07973,smoke_only,0,1,1,0,0,stratified_smoke
AoF08370.jpg,smoke_only,test,test,grp_aof_single_AoF08370,smoke_only,0,1,1,0,0,stratified_smoke
WEB11244.jpg,smoke_only,test,test,grp_web_single_WEB11244,smoke_only,0,1,1,0,0,stratified_smoke
AoF00000.jpg,negative,train,train,grp_aof_single_AoF00000,negative,0,0,0,0,0,stratified_negative
AoF00791.jpg,negative,train,train,grp_aof_00002,negative,0,0,0,0,0,stratified_negative
AoF01588.jpg,negative,train,train,grp_aof_00003,negative,0,0,0,0,0,stratified_negative
AoF02391.jpg,negative,train,train,grp_aof_00035,negative,0,0,0,0,0,stratified_negative
AoF03190.jpg,negative,train,train,grp_aof_01615,negative,0,0,0,0,0,stratified_negative
AoF04004.jpg,negative,train,train,grp_aof_00147,negative,0,0,0,0,0,stratified_negative
WEB00631.jpg,negative,train,train,grp_web_00224,negative,0,0,0,0,0,stratified_negative
WEB01434.jpg,negative,train,train,grp_web_00043,negative,0,0,0,0,0,stratified_negative
WEB02214.jpg,negative,train,train,grp_web_single_WEB02214,negative,0,0,0,0,0,stratified_negative
WEB03000.jpg,negative,train,train,grp_web_single_WEB03000,negative,0,0,0,0,0,stratified_negative
AoF00544.jpg,negative,val,train,grp_aof_00002,negative,0,0,0,0,0,stratified_negative
WEB00019.jpg,negative,val,train,grp_publicdataset_00039,negative,0,0,0,0,0,stratified_negative
AoF06750.jpg,negative,test,test,grp_aof_single_AoF06750,negative,0,0,0,0,0,stratified_negative
AoF07406.jpg,negative,test,train,grp_aof_00010,negative,0,0,0,0,0,stratified_negative
WEB09754.jpg,negative,test,train,grp_web_00092,negative,0,0,0,0,0,stratified_negative
AoF05470.jpg,defect_review,train,train,grp_aof_00100,smoke_only,0,1,1,0,1,degenerate_zero_area_smoke
AoF06155.jpg,defect_review,train,train,grp_aof_00627,smoke_only,0,1,1,0,1,degenerate_zero_area_smoke
AoF06348.jpg,defect_review,train,train,grp_aof_00007,smoke_only,0,1,1,0,1,degenerate_zero_area_smoke
AoF06439.jpg,defect_review,train,train,grp_aof_00007,smoke_only,0,1,1,0,1,degenerate_zero_area_smoke
AoF06456.jpg,defect_review,train,train,grp_aof_00007,smoke_only,0,2,2,0,1,degenerate_zero_area_smoke
PublicDataset00056.jpg,defect_review,train,train,grp_publicdataset_00493,both,3,1,4,0,1,degenerate_zero_width_fire
WEB04243.jpg,defect_review,train,train,grp_web_single_WEB04243,both,5,1,6,0,1,degenerate_zero_area_fire
WEB04527.jpg,defect_review,train,train,grp_web_single_WEB04527,both,5,2,7,0,1,degenerate_zero_area_fire
WEB04742.jpg,defect_review,train,train,grp_web_single_WEB04742,both,5,2,7,0,1,degenerate_zero_area_fire
WEB04849.jpg,defect_review,train,train,grp_web_single_WEB04849,both,7,2,9,0,1,degenerate_zero_area_fire
WEB05882.jpg,defect_review,train,train,grp_web_01264,both,9,1,10,0,1,degenerate_zero_area_fire
WEB06900.jpg,defect_review,train,train,grp_web_00298,both,9,1,10,0,1,degenerate_zero_area_fire
WEB07998.jpg,defect_review,train,train,grp_web_01173,smoke_only,0,1,1,0,1,degenerate_zero_area_smoke
WEB08540.jpg,defect_review,val,val,grp_web_single_WEB08540,both,1,1,2,0,1,degenerate_zero_area_smoke
AoF07743.jpg,defect_review,test,train,grp_aof_00001,both,1,1,2,0,1,degenerate_zero_area_smoke
AoF07774.jpg,defect_review,test,train,grp_aof_00001,both,2,1,3,0,1,degenerate_zero_height_smoke
AoF08348.jpg,defect_review,test,train,grp_aof_00004,smoke_only,0,1,1,0,1,degenerate_zero_area_smoke
WEB10669.jpg,defect_review,test,test,grp_web_single_WEB10669,both,4,2,6,0,1,degenerate_zero_area_smoke
WEB10769.jpg,defect_review,test,test,grp_web_single_WEB10769,both,1,1,2,0,1,oob_width_exceeds_1
WEB10770.jpg,defect_review,test,test,grp_web_single_WEB10770,both,1,1,2,0,1,oob_width_exceeds_1
WEB10775.jpg,defect_review,test,test,grp_web_single_WEB10775,both,2,1,3,0,1,oob_width_exceeds_1
WEB10821.jpg,defect_review,test,test,grp_web_single_WEB10821,both,4,1,5,0,1,oob_width_exceeds_1
WEB11090.jpg,defect_review,test,test,grp_web_00658,smoke_only,0,1,1,0,1,oob_height_exceeds_1
WEB11598.jpg,defect_review,test,test,grp_web_single_WEB11598,smoke_only,0,1,1,0,1,oob_width_exceeds_1
WEB11600.jpg,defect_review,test,test,grp_web_single_WEB11600,smoke_only,0,1,1,0,1,oob_width_exceeds_1
WEB11606.jpg,defect_review,test,test,grp_web_single_WEB11606,both,1,1,2,0,1,oob_height_exceeds_1
