image,stem,prefix,number,source_split,group_id,group_size,upstream_splits,is_upstream_leak,proposed_split
AoF00067.jpg,AoF00067,AoF,67,train,grp_aof_00062,34,test+train+val,1,train
AoF00068.jpg,AoF00068,AoF,68,train,grp_aof_00062,34,test+train+val,1,train
AoF00069.jpg,AoF00069,AoF,69,train,grp_aof_00062,34,test+train+val,1,train
AoF00070.jpg,AoF00070,AoF,70,train,grp_aof_00062,34,test+train+val,1,train
AoF00071.jpg,AoF00071,AoF,71,train,grp_aof_00062,34,test+train+val,1,train
AoF00072.jpg,AoF00072,AoF,72,train,grp_aof_00062,34,test+train+val,1,train
AoF00073.jpg,AoF00073,AoF,73,train,grp_aof_00062,34,test+train+val,1,train
AoF00074.jpg,AoF00074,AoF,74,train,grp_aof_00062,34,test+train+val,1,train
AoF00075.jpg,AoF00075,AoF,75,train,grp_aof_00062,34,test+train+val,1,train
AoF00076.jpg,AoF00076,AoF,76,val,grp_aof_00062,34,test+train+val,1,train
AoF00077.jpg,AoF00077,AoF,77,val,grp_aof_00062,34,test+train+val,1,train
AoF00078.jpg,AoF00078,AoF,78,train,grp_aof_00062,34,test+train+val,1,train
AoF00079.jpg,AoF00079,AoF,79,train,grp_aof_00062,34,test+train+val,1,train
AoF00080.jpg,AoF00080,AoF,80,train,grp_aof_00062,34,test+train+val,1,train
AoF00081.jpg,AoF00081,AoF,81,train,grp_aof_00062,34,test+train+val,1,train
AoF00082.jpg,AoF00082,AoF,82,train,grp_aof_00062,34,test+train+val,1,train
AoF00083.jpg,AoF00083,AoF,83,train,grp_aof_00062,34,test+train+val,1,train
AoF00084.jpg,AoF00084,AoF,84,train,grp_aof_00651,4,test+train,1,train
AoF00085.jpg,AoF00085,AoF,85,train,grp_aof_00651,4,test+train,1,train
AoF00086.jpg,AoF00086,AoF,86,train,grp_aof_00147,13,test+train+val,1,train
AoF00087.jpg,AoF00087,AoF,87,train,grp_aof_00147,13,test+train+val,1,train
AoF00088.jpg,AoF00088,AoF,88,train,grp_aof_00147,13,test+train+val,1,train
AoF00089.jpg,AoF00089,AoF,89,train,grp_aof_01003,3,train,0,train
AoF00090.jpg,AoF00090,AoF,90,train,grp_aof_01003,3,train,0,train
AoF00091.jpg,AoF00091,AoF,91,train,grp_aof_01003,3,train,0,train
AoF00092.jpg,AoF00092,AoF,92,train,grp_aof_single_AoF00092,1,train,0,train
AoF00093.jpg,AoF00093,AoF,93,train,grp_aof_00062,34,test+train+val,1,train
AoF00094.jpg,AoF00094,AoF,94,train,grp_aof_01002,3,train,0,train
AoF00095.jpg,AoF00095,AoF,95,train,grp_aof_01002,3,train,0,train
AoF00096.jpg,AoF00096,AoF,96,train,grp_aof_01002,3,train,0,train
AoF00097.jpg,AoF00097,AoF,97,train,grp_aof_single_AoF00097,1,train,0,train
AoF00098.jpg,AoF00098,AoF,98,train,grp_aof_00051,37,test+train+val,1,train
AoF00099.jpg,AoF00099,AoF,99,train,grp_aof_00051,37,test+train+val,1,train
AoF00100.jpg,AoF00100,AoF,100,train,grp_aof_00147,13,test+train+val,1,train
AoF00101.jpg,AoF00101,AoF,101,val,grp_aof_00062,34,test+train+val,1,train
AoF00102.jpg,AoF00102,AoF,102,train,grp_aof_00147,13,test+train+val,1,train
AoF00103.jpg,AoF00103,AoF,103,train,grp_aof_00518,5,train+val,1,train
AoF00104.jpg,AoF00104,AoF,104,train,grp_aof_00518,5,train+val,1,train
AoF00105.jpg,AoF00105,AoF,105,train,grp_aof_00518,5,train+val,1,train
AoF00106.jpg,AoF00106,AoF,106,val,grp_aof_00518,5,train+val,1,train
AoF00107.jpg,AoF00107,AoF,107,train,grp_aof_00518,5,train+val,1,train
AoF00108.jpg,AoF00108,AoF,108,train,grp_aof_01001,3,test+train,1,train
AoF00109.jpg,AoF00109,AoF,109,train,grp_aof_00062,34,test+train+val,1,train
AoF00110.jpg,AoF00110,AoF,110,train,grp_aof_01001,3,test+train,1,train
AoF00111.jpg,AoF00111,AoF,111,train,grp_aof_00874,3,test+train,1,test
AoF00112.jpg,AoF00112,AoF,112,train,grp_aof_01000,3,train,0,train
AoF00113.jpg,AoF00113,AoF,113,train,grp_aof_01000,3,train,0,train
AoF00114.jpg,AoF00114,AoF,114,train,grp_aof_01000,3,train,0,train
AoF00115.jpg,AoF00115,AoF,115,val,grp_aof_00999,3,train+val,1,train
AoF00116.jpg,AoF00116,AoF,116,train,grp_aof_00999,3,train+val,1,train
AoF00117.jpg,AoF00117,AoF,117,train,grp_aof_00999,3,train+val,1,train
AoF00118.jpg,AoF00118,AoF,118,train,grp_aof_00062,34,test+train+val,1,train
AoF00119.jpg,AoF00119,AoF,119,train,grp_aof_00998,3,train+val,1,train
AoF00120.jpg,AoF00120,AoF,120,train,grp_aof_00998,3,train+val,1,train
AoF00121.jpg,AoF00121,AoF,121,val,grp_aof_00998,3,train+val,1,train
AoF00122.jpg,AoF00122,AoF,122,val,grp_aof_00348,7,test+train+val,1,train
AoF00123.jpg,AoF00123,AoF,123,train,grp_aof_00348,7,test+train+val,1,train
AoF00124.jpg,AoF00124,AoF,124,train,grp_aof_00348,7,test+train+val,1,train
AoF00125.jpg,AoF00125,AoF,125,train,grp_aof_00348,7,test+train+val,1,train
AoF00126.jpg,AoF00126,AoF,126,train,grp_aof_01653,2,train,0,train
AoF00127.jpg,AoF00127,AoF,127,train,grp_aof_01652,2,train,0,train
AoF00128.jpg,AoF00128,AoF,128,train,grp_aof_01652,2,train,0,train
AoF00129.jpg,AoF00129,AoF,129,train,grp_aof_00398,6,test+train,1,train
AoF00130.jpg,AoF00130,AoF,130,train,grp_aof_00146,13,test+train+val,1,train
AoF00131.jpg,AoF00131,AoF,131,train,grp_aof_00146,13,test+train+val,1,train
AoF00132.jpg,AoF00132,AoF,132,train,grp_aof_01651,2,train,0,train
AoF00133.jpg,AoF00133,AoF,133,train,grp_aof_01651,2,train,0,train
AoF00134.jpg,AoF00134,AoF,134,train,grp_aof_01653,2,train,0,train
AoF00135.jpg,AoF00135,AoF,135,train,grp_aof_single_AoF00135,1,train,0,train
AoF00136.jpg,AoF00136,AoF,136,train,grp_aof_00004,298,test+train+val,1,train
AoF00137.jpg,AoF00137,AoF,137,train,grp_aof_00004,298,test+train+val,1,train
AoF00138.jpg,AoF00138,AoF,138,val,grp_aof_00004,298,test+train+val,1,train
AoF00139.jpg,AoF00139,AoF,139,train,grp_aof_00004,298,test+train+val,1,train
AoF00140.jpg,AoF00140,AoF,140,train,grp_aof_00650,4,train+val,1,train
AoF00141.jpg,AoF00141,AoF,141,train,grp_aof_00004,298,test+train+val,1,train
AoF00142.jpg,AoF00142,AoF,142,val,grp_aof_00004,298,test+train+val,1,train
AoF00143.jpg,AoF00143,AoF,143,val,grp_aof_00004,298,test+train+val,1,train
AoF00144.jpg,AoF00144,AoF,144,train,grp_aof_00004,298,test+train+val,1,train
AoF00145.jpg,AoF00145,AoF,145,train,grp_aof_00004,298,test+train+val,1,train
AoF00146.jpg,AoF00146,AoF,146,train,grp_aof_00004,298,test+train+val,1,train
AoF00147.jpg,AoF00147,AoF,147,train,grp_aof_00004,298,test+train+val,1,train
AoF00148.jpg,AoF00148,AoF,148,train,grp_aof_00004,298,test+train+val,1,train
AoF00149.jpg,AoF00149,AoF,149,train,grp_aof_00004,298,test+train+val,1,train
AoF00150.jpg,AoF00150,AoF,150,train,grp_aof_00004,298,test+train+val,1,train
AoF00151.jpg,AoF00151,AoF,151,train,grp_aof_00650,4,train+val,1,train
AoF00152.jpg,AoF00152,AoF,152,train,grp_aof_00004,298,test+train+val,1,train
AoF00153.jpg,AoF00153,AoF,153,val,grp_aof_00004,298,test+train+val,1,train
AoF00154.jpg,AoF00154,AoF,154,train,grp_aof_00004,298,test+train+val,1,train
AoF00155.jpg,AoF00155,AoF,155,train,grp_aof_00004,298,test+train+val,1,train
AoF00156.jpg,AoF00156,AoF,156,train,grp_aof_00004,298,test+train+val,1,train
AoF00157.jpg,AoF00157,AoF,157,train,grp_aof_00004,298,test+train+val,1,train
AoF00158.jpg,AoF00158,AoF,158,train,grp_aof_00004,298,test+train+val,1,train
AoF00159.jpg,AoF00159,AoF,159,val,grp_aof_00997,3,train+val,1,train
AoF00160.jpg,AoF00160,AoF,160,train,grp_aof_00650,4,train+val,1,train
AoF00161.jpg,AoF00161,AoF,161,train,grp_aof_00997,3,train+val,1,train
AoF00162.jpg,AoF00162,AoF,162,train,grp_aof_00997,3,train+val,1,train
AoF00163.jpg,AoF00163,AoF,163,val,grp_aof_01650,2,train+val,1,val
AoF00164.jpg,AoF00164,AoF,164,train,grp_aof_01650,2,train+val,1,val
AoF00165.jpg,AoF00165,AoF,165,train,grp_aof_00004,298,test+train+val,1,train
AoF00166.jpg,AoF00166,AoF,166,train,grp_aof_00004,298,test+train+val,1,train
AoF00167.jpg,AoF00167,AoF,167,train,grp_aof_00004,298,test+train+val,1,train
AoF00168.jpg,AoF00168,AoF,168,train,grp_aof_00004,298,test+train+val,1,train
AoF00169.jpg,AoF00169,AoF,169,val,grp_aof_00650,4,train+val,1,train
AoF00170.jpg,AoF00170,AoF,170,train,grp_aof_00004,298,test+train+val,1,train
AoF00171.jpg,AoF00171,AoF,171,train,grp_aof_00004,298,test+train+val,1,train
AoF00172.jpg,AoF00172,AoF,172,train,grp_aof_00004,298,test+train+val,1,train
AoF00173.jpg,AoF00173,AoF,173,train,grp_aof_00004,298,test+train+val,1,train
AoF00174.jpg,AoF00174,AoF,174,train,grp_aof_00004,298,test+train+val,1,train
AoF00175.jpg,AoF00175,AoF,175,train,grp_aof_00004,298,test+train+val,1,train
AoF00176.jpg,AoF00176,AoF,176,train,grp_aof_00004,298,test+train+val,1,train
AoF00177.jpg,AoF00177,AoF,177,train,grp_aof_00996,3,train+val,1,train
AoF00178.jpg,AoF00178,AoF,178,train,grp_aof_00004,298,test+train+val,1,train
AoF00179.jpg,AoF00179,AoF,179,train,grp_aof_00004,298,test+train+val,1,train
AoF00180.jpg,AoF00180,AoF,180,train,grp_aof_00004,298,test+train+val,1,train
AoF00181.jpg,AoF00181,AoF,181,train,grp_aof_00004,298,test+train+val,1,train
AoF00182.jpg,AoF00182,AoF,182,train,grp_aof_00004,298,test+train+val,1,train
AoF00183.jpg,AoF00183,AoF,183,train,grp_aof_00004,298,test+train+val,1,train
AoF00184.jpg,AoF00184,AoF,184,val,grp_aof_00004,298,test+train+val,1,train
AoF00185.jpg,AoF00185,AoF,185,val,grp_aof_00996,3,train+val,1,train
AoF00186.jpg,AoF00186,AoF,186,train,grp_aof_00004,298,test+train+val,1,train
AoF00187.jpg,AoF00187,AoF,187,val,grp_aof_00004,298,test+train+val,1,train
AoF00188.jpg,AoF00188,AoF,188,train,grp_aof_00004,298,test+train+val,1,train
AoF00189.jpg,AoF00189,AoF,189,val,grp_aof_00004,298,test+train+val,1,train
AoF00190.jpg,AoF00190,AoF,190,train,grp_aof_00004,298,test+train+val,1,train
AoF00191.jpg,AoF00191,AoF,191,val,grp_aof_00004,298,test+train+val,1,train
AoF00192.jpg,AoF00192,AoF,192,val,grp_aof_00004,298,test+train+val,1,train
AoF00193.jpg,AoF00193,AoF,193,train,grp_aof_00004,298,test+train+val,1,train
AoF00194.jpg,AoF00194,AoF,194,train,grp_aof_00996,3,train+val,1,train
AoF00195.jpg,AoF00195,AoF,195,train,grp_aof_00004,298,test+train+val,1,train
AoF00196.jpg,AoF00196,AoF,196,train,grp_aof_00004,298,test+train+val,1,train
AoF00197.jpg,AoF00197,AoF,197,train,grp_aof_00004,298,test+train+val,1,train
AoF00198.jpg,AoF00198,AoF,198,train,grp_aof_00004,298,test+train+val,1,train
AoF00199.jpg,AoF00199,AoF,199,train,grp_aof_00004,298,test+train+val,1,train
AoF00200.jpg,AoF00200,AoF,200,train,grp_aof_00004,298,test+train+val,1,train
AoF00201.jpg,AoF00201,AoF,201,train,grp_aof_00004,298,test+train+val,1,train
AoF00202.jpg,AoF00202,AoF,202,train,grp_aof_00004,298,test+train+val,1,train
AoF00203.jpg,AoF00203,AoF,203,train,grp_aof_single_AoF00203,1,train,0,train
AoF00204.jpg,AoF00204,AoF,204,val,grp_aof_00004,298,test+train+val,1,train
AoF00205.jpg,AoF00205,AoF,205,train,grp_aof_00004,298,test+train+val,1,train
AoF00206.jpg,AoF00206,AoF,206,train,grp_aof_single_AoF00206,1,train,0,train
AoF00207.jpg,AoF00207,AoF,207,train,grp_aof_00649,4,train,0,train
AoF00208.jpg,AoF00208,AoF,208,train,grp_aof_00649,4,train,0,train
AoF00209.jpg,AoF00209,AoF,209,train,grp_aof_00649,4,train,0,train
AoF00210.jpg,AoF00210,AoF,210,train,grp_aof_00004,298,test+train+val,1,train
AoF00211.jpg,AoF00211,AoF,211,train,grp_aof_single_AoF00211,1,train,0,train
AoF00212.jpg,AoF00212,AoF,212,val,grp_aof_00004,298,test+train+val,1,train
AoF00213.jpg,AoF00213,AoF,213,train,grp_aof_00423,6,test+train,1,train
AoF00214.jpg,AoF00214,AoF,214,train,grp_aof_00423,6,test+train,1,train
AoF00215.jpg,AoF00215,AoF,215,train,grp_aof_00004,298,test+train+val,1,train
AoF00216.jpg,AoF00216,AoF,216,train,grp_aof_00004,298,test+train+val,1,train
AoF00217.jpg,AoF00217,AoF,217,train,grp_aof_00004,298,test+train+val,1,train
AoF00218.jpg,AoF00218,AoF,218,train,grp_aof_single_AoF00218,1,train,0,train
AoF00219.jpg,AoF00219,AoF,219,train,grp_aof_single_AoF00219,1,train,0,train
AoF00220.jpg,AoF00220,AoF,220,train,grp_aof_00873,3,test+train,1,test
AoF00221.jpg,AoF00221,AoF,221,train,grp_aof_00004,298,test+train+val,1,train
AoF00222.jpg,AoF00222,AoF,222,train,grp_aof_00004,298,test+train+val,1,train
AoF00223.jpg,AoF00223,AoF,223,train,grp_aof_00004,298,test+train+val,1,train
AoF00224.jpg,AoF00224,AoF,224,train,grp_aof_00004,298,test+train+val,1,train
AoF00225.jpg,AoF00225,AoF,225,train,grp_aof_00004,298,test+train+val,1,train
AoF00226.jpg,AoF00226,AoF,226,train,grp_aof_00004,298,test+train+val,1,train
AoF00227.jpg,AoF00227,AoF,227,train,grp_aof_01649,2,train,0,train
AoF00228.jpg,AoF00228,AoF,228,train,grp_aof_01649,2,train,0,train
AoF00229.jpg,AoF00229,AoF,229,val,grp_aof_00995,3,train+val,1,train
AoF00230.jpg,AoF00230,AoF,230,train,grp_aof_00649,4,train,0,train
AoF00231.jpg,AoF00231,AoF,231,train,grp_aof_00004,298,test+train+val,1,train
AoF00232.jpg,AoF00232,AoF,232,train,grp_aof_00994,3,train+val,1,train
AoF00233.jpg,AoF00233,AoF,233,val,grp_aof_00994,3,train+val,1,train
AoF00234.jpg,AoF00234,AoF,234,train,grp_aof_00994,3,train+val,1,train
AoF00235.jpg,AoF00235,AoF,235,train,grp_aof_00004,298,test+train+val,1,train
AoF00236.jpg,AoF00236,AoF,236,train,grp_aof_00004,298,test+train+val,1,train
AoF00237.jpg,AoF00237,AoF,237,val,grp_aof_00004,298,test+train+val,1,train
AoF00238.jpg,AoF00238,AoF,238,train,grp_aof_single_AoF00238,1,train,0,train
AoF00239.jpg,AoF00239,AoF,239,train,grp_aof_00004,298,test+train+val,1,train
AoF00240.jpg,AoF00240,AoF,240,train,grp_aof_00004,298,test+train+val,1,train
AoF00241.jpg,AoF00241,AoF,241,train,grp_aof_00004,298,test+train+val,1,train
AoF00242.jpg,AoF00242,AoF,242,val,grp_aof_00004,298,test+train+val,1,train
AoF00243.jpg,AoF00243,AoF,243,train,grp_aof_00004,298,test+train+val,1,train
AoF00244.jpg,AoF00244,AoF,244,train,grp_aof_00004,298,test+train+val,1,train
AoF00245.jpg,AoF00245,AoF,245,val,grp_aof_00004,298,test+train+val,1,train
AoF00246.jpg,AoF00246,AoF,246,train,grp_aof_00004,298,test+train+val,1,train
AoF00247.jpg,AoF00247,AoF,247,train,grp_aof_00004,298,test+train+val,1,train
AoF00248.jpg,AoF00248,AoF,248,train,grp_aof_00004,298,test+train+val,1,train
AoF00249.jpg,AoF00249,AoF,249,train,grp_aof_single_AoF00249,1,train,0,train
AoF00250.jpg,AoF00250,AoF,250,train,grp_aof_00004,298,test+train+val,1,train
AoF00251.jpg,AoF00251,AoF,251,train,grp_aof_00004,298,test+train+val,1,train
AoF00252.jpg,AoF00252,AoF,252,train,grp_aof_00004,298,test+train+val,1,train
AoF00253.jpg,AoF00253,AoF,253,train,grp_aof_00004,298,test+train+val,1,train
AoF00254.jpg,AoF00254,AoF,254,val,grp_aof_00004,298,test+train+val,1,train
AoF00255.jpg,AoF00255,AoF,255,train,grp_aof_00004,298,test+train+val,1,train
AoF00256.jpg,AoF00256,AoF,256,train,grp_aof_00004,298,test+train+val,1,train
AoF00257.jpg,AoF00257,AoF,257,train,grp_aof_00004,298,test+train+val,1,train
AoF00258.jpg,AoF00258,AoF,258,train,grp_aof_00004,298,test+train+val,1,train
AoF00259.jpg,AoF00259,AoF,259,train,grp_aof_single_AoF00259,1,train,0,train
AoF00260.jpg,AoF00260,AoF,260,val,grp_aof_00004,298,test+train+val,1,train
AoF00261.jpg,AoF00261,AoF,261,train,grp_aof_00004,298,test+train+val,1,train
AoF00262.jpg,AoF00262,AoF,262,train,grp_aof_00004,298,test+train+val,1,train
AoF00263.jpg,AoF00263,AoF,263,train,grp_aof_00004,298,test+train+val,1,train
AoF00264.jpg,AoF00264,AoF,264,train,grp_aof_00004,298,test+train+val,1,train
AoF00265.jpg,AoF00265,AoF,265,train,grp_aof_00004,298,test+train+val,1,train
AoF00266.jpg,AoF00266,AoF,266,train,grp_aof_00004,298,test+train+val,1,train
AoF00267.jpg,AoF00267,AoF,267,train,grp_aof_00004,298,test+train+val,1,train
AoF00268.jpg,AoF00268,AoF,268,train,grp_aof_00004,298,test+train+val,1,train
AoF00269.jpg,AoF00269,AoF,269,train,grp_aof_single_AoF00269,1,train,0,train
AoF00270.jpg,AoF00270,AoF,270,train,grp_aof_00004,298,test+train+val,1,train
AoF00271.jpg,AoF00271,AoF,271,train,grp_aof_00004,298,test+train+val,1,train
AoF00272.jpg,AoF00272,AoF,272,train,grp_aof_00004,298,test+train+val,1,train
AoF00273.jpg,AoF00273,AoF,273,train,grp_aof_00004,298,test+train+val,1,train
AoF00274.jpg,AoF00274,AoF,274,val,grp_aof_00004,298,test+train+val,1,train
AoF00275.jpg,AoF00275,AoF,275,train,grp_aof_00004,298,test+train+val,1,train
AoF00276.jpg,AoF00276,AoF,276,train,grp_aof_00004,298,test+train+val,1,train
AoF00277.jpg,AoF00277,AoF,277,train,grp_aof_00004,298,test+train+val,1,train
AoF00278.jpg,AoF00278,AoF,278,train,grp_aof_00004,298,test+train+val,1,train
AoF00279.jpg,AoF00279,AoF,279,train,grp_aof_single_AoF00279,1,train,0,train
AoF00280.jpg,AoF00280,AoF,280,val,grp_aof_00004,298,test+train+val,1,train
AoF00281.jpg,AoF00281,AoF,281,train,grp_aof_00004,298,test+train+val,1,train
AoF00282.jpg,AoF00282,AoF,282,val,grp_aof_00004,298,test+train+val,1,train
AoF00283.jpg,AoF00283,AoF,283,train,grp_aof_00004,298,test+train+val,1,train
AoF00284.jpg,AoF00284,AoF,284,train,grp_aof_00004,298,test+train+val,1,train
AoF00285.jpg,AoF00285,AoF,285,train,grp_aof_00004,298,test+train+val,1,train
AoF00286.jpg,AoF00286,AoF,286,val,grp_aof_00004,298,test+train+val,1,train
AoF00287.jpg,AoF00287,AoF,287,train,grp_aof_single_AoF00287,1,train,0,train
AoF00288.jpg,AoF00288,AoF,288,train,grp_aof_00993,3,train,0,train
AoF00289.jpg,AoF00289,AoF,289,train,grp_aof_00993,3,train,0,train
AoF00290.jpg,AoF00290,AoF,290,train,grp_aof_00993,3,train,0,train
AoF00291.jpg,AoF00291,AoF,291,train,grp_aof_00004,298,test+train+val,1,train
AoF00292.jpg,AoF00292,AoF,292,val,grp_aof_00004,298,test+train+val,1,train
AoF00293.jpg,AoF00293,AoF,293,train,grp_aof_00004,298,test+train+val,1,train
AoF00294.jpg,AoF00294,AoF,294,train,grp_aof_00004,298,test+train+val,1,train
AoF00295.jpg,AoF00295,AoF,295,train,grp_aof_00004,298,test+train+val,1,train
AoF00296.jpg,AoF00296,AoF,296,val,grp_aof_00004,298,test+train+val,1,train
AoF00297.jpg,AoF00297,AoF,297,train,grp_aof_single_AoF00297,1,train,0,train
AoF00298.jpg,AoF00298,AoF,298,train,grp_aof_single_AoF00298,1,train,0,train
AoF00299.jpg,AoF00299,AoF,299,train,grp_aof_00004,298,test+train+val,1,train
AoF00300.jpg,AoF00300,AoF,300,train,grp_aof_00004,298,test+train+val,1,train
AoF00301.jpg,AoF00301,AoF,301,train,grp_aof_01648,2,train,0,train
AoF00302.jpg,AoF00302,AoF,302,train,grp_aof_01648,2,train,0,train
AoF00303.jpg,AoF00303,AoF,303,train,grp_aof_00004,298,test+train+val,1,train
AoF00304.jpg,AoF00304,AoF,304,train,grp_aof_00004,298,test+train+val,1,train
AoF00305.jpg,AoF00305,AoF,305,train,grp_aof_00004,298,test+train+val,1,train
AoF00306.jpg,AoF00306,AoF,306,train,grp_aof_00004,298,test+train+val,1,train
AoF00307.jpg,AoF00307,AoF,307,train,grp_aof_00019,76,test+train+val,1,train
AoF00308.jpg,AoF00308,AoF,308,train,grp_aof_00019,76,test+train+val,1,train
AoF00309.jpg,AoF00309,AoF,309,train,grp_aof_00019,76,test+train+val,1,train
AoF00310.jpg,AoF00310,AoF,310,train,grp_aof_single_AoF00310,1,train,0,train
AoF00311.jpg,AoF00311,AoF,311,train,grp_aof_00992,3,train,0,train
