clip_id,frame_idx,timestamp_sec,split,actor_group,class_label,action_phase,action_state_label,annotation_status,person_boxes_count,fall_boxes_count,review_status,notes
FD0005,160,2.672,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,transition,adl_sitting_transition,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,170,2.839,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,transition,adl_sitting_transition,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,180,3.006,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,195,3.256,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,210,3.507,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,220,3.674,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,240,4.008,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,255,4.258,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,270,4.509,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,285,4.759,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,335,5.594,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_lying,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,385,6.429,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_lying,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0005,410,6.847,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_lying,COMPLETED,2,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0005,435,7.264,val,grp_session_20260223_actorE_black_graphic_top,adl_no_fall,pre_fall_or_adl_steady,adl_lying,COMPLETED,2,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0006,0,0.000,test,grp_session_20260223_actor_session2_studio,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,24,0.480,test,grp_session_20260223_actor_session2_studio,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,40,0.800,test,grp_session_20260223_actor_session2_studio,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,48,0.960,test,grp_session_20260223_actor_session2_studio,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,78,1.560,test,grp_session_20260223_actor_session2_studio,adl_no_fall,adl_action,adl_bending,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,94,1.880,test,grp_session_20260223_actor_session2_studio,adl_no_fall,adl_action,adl_bending,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,110,2.200,test,grp_session_20260223_actor_session2_studio,adl_no_fall,adl_action,adl_bending,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,118,2.360,test,grp_session_20260223_actor_session2_studio,adl_no_fall,adl_action,adl_bending,COMPLETED,2,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0006,126,2.520,test,grp_session_20260223_actor_session2_studio,adl_no_fall,adl_action,adl_bending,COMPLETED,2,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0006,134,2.680,test,grp_session_20260223_actor_session2_studio,adl_no_fall,adl_action,adl_bending,COMPLETED,2,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0006,142,2.840,test,grp_session_20260223_actor_session2_studio,adl_no_fall,adl_action,adl_bending,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,165,3.300,test,grp_session_20260223_actor_session2_studio,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,180,3.600,test,grp_session_20260223_actor_session2_studio,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,195,3.900,test,grp_session_20260223_actor_session2_studio,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0006,210,4.200,test,grp_session_20260223_actor_session2_studio,adl_no_fall,pre_fall_or_adl_steady,adl_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,0,0.000,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,20,0.336,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,80,1.343,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,100,1.679,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,160,2.687,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,200,3.358,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,220,3.694,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,240,4.030,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0007,275,4.618,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,279,4.685,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,283,4.752,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,287,4.819,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,291,4.887,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,295,4.954,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,299,5.021,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,303,5.088,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,307,5.155,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,311,5.222,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,315,5.290,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,319,5.357,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,323,5.424,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fall_transition,fall_transition,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,325,5.457,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,impact,fall_impact,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,330,5.541,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fallen_rest,fallen_on_floor,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,340,5.709,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fallen_rest,fallen_on_floor,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,350,5.877,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fallen_rest,fallen_on_floor,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,360,6.045,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fallen_rest,fallen_on_floor,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0007,370,6.213,train,grp_session_20260216_actorB_green_polo,sitting_to_fall,fallen_rest,fallen_on_floor,COMPLETED,1,1,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 2 canonical box(es). Pending independent human sign-off.
FD0010,0,0.000,val,grp_session_20260216_actorC_male_glasses,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0010,36,0.604,val,grp_session_20260216_actorC_male_glasses,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0010,72,1.208,val,grp_session_20260216_actorC_male_glasses,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0010,100,1.677,val,grp_session_20260216_actorC_male_glasses,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0010,108,1.811,val,grp_session_20260216_actorC_male_glasses,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
FD0010,126,2.113,val,grp_session_20260216_actorC_male_glasses,sitting_to_fall,pre_fall_or_adl_steady,pre_fall_sitting,COMPLETED,1,0,WORKER_VISUAL_QA_VERIFIED,Worker visual annotation verified: 1 canonical box(es). Pending independent human sign-off.
