clip_id,frame_idx,time_sec,class_label,cvat_label,stage1_classes,dual_box_status,bbox_coordinates,box_count,notes
FD0035,270,4.499,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,280,4.665,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,290,4.832,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,300,4.999,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,310,5.165,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,320,5.332,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,330,5.498,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,340,5.665,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,347,5.782,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,350,5.832,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,360,5.998,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,370,6.165,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,380,6.332,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,390,6.498,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,400,6.665,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,410,6.831,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,420,6.998,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,430,7.165,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,440,7.331,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,450,7.498,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,460,7.665,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,463,7.715,standing_to_fall,standing,0:person,pre-fall (person only),"[0.0,4.0,1295.7,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0035,464,7.731,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0035,465,7.748,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,470,7.831,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,477,7.948,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,480,7.998,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,489,8.148,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,490,8.164,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,500,8.331,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,501,8.348,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,510,8.498,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,513,8.548,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[180.2,0.0,1896.3,1080.0]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,514,8.564,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0035,515,8.581,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[374.4,347.3,1729.2,1056.3]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,520,8.664,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[374.4,347.3,1729.2,1056.3]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,523,8.714,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[374.4,347.3,1729.2,1056.3]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,530,8.831,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[374.4,347.3,1729.2,1056.3]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,531,8.848,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[374.4,347.3,1729.2,1056.3]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,539,8.981,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[374.4,347.3,1729.2,1056.3]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,540,8.998,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[374.4,347.3,1729.2,1056.3]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,548,9.131,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[374.4,347.3,1729.2,1056.3]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0035,549,9.147,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0035,550,9.164,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0035,560,9.331,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0035,563,9.381,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0035,570,9.497,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0035,578,9.631,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,0,0.0,standing_to_fall,standing,0:person,pre-fall (person only),"[338.9,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,10,0.167,standing_to_fall,standing,0:person,pre-fall (person only),"[323.8,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,20,0.334,standing_to_fall,standing,0:person,pre-fall (person only),"[308.7,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,30,0.501,standing_to_fall,standing,0:person,pre-fall (person only),"[293.7,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,40,0.668,standing_to_fall,standing,0:person,pre-fall (person only),"[278.6,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,50,0.835,standing_to_fall,standing,0:person,pre-fall (person only),"[263.6,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,54,0.902,standing_to_fall,standing,0:person,pre-fall (person only),"[257.5,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,60,1.002,standing_to_fall,standing,0:person,pre-fall (person only),"[248.5,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,70,1.169,standing_to_fall,standing,0:person,pre-fall (person only),"[233.4,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,80,1.336,standing_to_fall,standing,0:person,pre-fall (person only),"[218.4,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,90,1.503,standing_to_fall,standing,0:person,pre-fall (person only),"[203.3,144.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,100,1.67,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,137.0,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,108,1.803,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,129.5,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,110,1.837,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,127.6,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,120,2.004,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,118.2,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,130,2.171,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,108.7,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,140,2.338,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,99.3,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,150,2.505,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,89.9,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,160,2.672,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,80.4,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,162,2.705,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,78.5,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,170,2.839,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,71.0,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,180,3.006,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,62.5,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,190,3.173,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,62.5,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,200,3.34,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,62.5,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,210,3.506,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,62.5,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,217,3.623,standing_to_fall,standing,0:person,pre-fall (person only),"[200.3,62.5,1899.2,1078.7]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0044,218,3.64,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,219,3.657,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,220,3.673,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,230,3.84,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,239,3.991,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,240,4.007,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,250,4.174,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,260,4.341,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,270,4.508,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,280,4.675,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,281,4.692,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,290,4.842,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,300,5.009,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,302,5.043,standing_to_fall,falling,"0:person,3:fall",active transition (dual-box required),"[567.2,70.2,1920.0,1078.7]",1,Active falling motion; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,303,5.059,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,304,5.076,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,310,5.176,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,320,5.343,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,330,5.51,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,340,5.677,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,350,5.844,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,356,5.944,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,360,6.011,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,370,6.178,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,380,6.345,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,382,6.378,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,390,6.512,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,400,6.679,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,408,6.813,standing_to_fall,fallen,"0:person,3:fall",resting post-fall (dual-box required),"[682.7,539.8,1920.0,1080.0]",1,Fallen subject on floor/mat; dual-box person+fall required | WARNING: loose/oversized bounding box
FD0044,409,6.829,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,410,6.846,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,420,7.013,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,430,7.18,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,440,7.347,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,441,7.364,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,450,7.514,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,460,7.681,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,470,7.848,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0044,473,7.898,standing_to_fall,none,none,none (unannotated),,0,Tail unannotated frame or spot-check clip
FD0049,0,0.0,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,10,0.2,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,20,0.4,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,28,0.56,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,30,0.6,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,40,0.8,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,50,1.0,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,56,1.12,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,60,1.2,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,70,1.4,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,80,1.6,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,84,1.68,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
FD0049,90,1.8,standing_to_fall,standing,0:person,pre-fall (person only),"[132.0,3.2,1162.5,1080.0]",1,Pre-fall state; requires 0:person box only | WARNING: loose/oversized bounding box
