pilot_id,clip_id,frame_idx,time_sec,split,actor_group,state_category,cvat_state_label,image_rel_path,label_rel_path,box_count,class_ids,dhash_hex,is_keyframe,is_state_boundary
FD0035_frame_0220,FD0035,220,3.666,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0220.jpg,labels/train/FD0035_frame_0220.txt,1,0,0x535353624c49ca82,False,False
FD0035_frame_0230,FD0035,230,3.832,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0230.jpg,labels/train/FD0035_frame_0230.txt,1,0,0xd3d3d3d2c4c1ce90,False,False
FD0035_frame_0240,FD0035,240,3.999,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0240.jpg,labels/train/FD0035_frame_0240.txt,1,0,0x93d3d3d2c4d1c6a0,False,False
FD0035_frame_0250,FD0035,250,4.166,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0250.jpg,labels/train/FD0035_frame_0250.txt,1,0,0x93d3d3d284919640,False,False
FD0035_frame_0260,FD0035,260,4.332,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0260.jpg,labels/train/FD0035_frame_0260.txt,1,0,0x9393939084958650,False,False
FD0035_frame_0280,FD0035,280,4.665,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0280.jpg,labels/train/FD0035_frame_0280.txt,1,0,0xb3939390849487d0,False,False
FD0035_frame_0300,FD0035,300,4.999,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0300.jpg,labels/train/FD0035_frame_0300.txt,1,0,0x33939b9084908710,False,False
FD0035_frame_0310,FD0035,310,5.165,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0310.jpg,labels/train/FD0035_frame_0310.txt,1,0,0x31b3bbb084848710,False,False
FD0035_frame_0340,FD0035,340,5.665,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0340.jpg,labels/train/FD0035_frame_0340.txt,1,0,0xb19b9b9884848710,False,False
FD0035_frame_0360,FD0035,360,5.998,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0360.jpg,labels/train/FD0035_frame_0360.txt,1,0,0x91999b9884908710,False,False
FD0035_frame_0380,FD0035,380,6.332,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0380.jpg,labels/train/FD0035_frame_0380.txt,1,0,0x91939b9084908650,False,False
FD0035_frame_0450,FD0035,450,7.498,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0450.jpg,labels/train/FD0035_frame_0450.txt,1,0,0xd39393908490c620,False,False
FD0035_frame_0460,FD0035,460,7.665,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0460.jpg,labels/train/FD0035_frame_0460.txt,1,0,0xd3d3d3d2c4c0c690,False,False
FD0035_frame_0463,FD0035,463,7.715,train,grp_session_20260216_actorA_dark_top,pre_fall,standing,images/train/FD0035_frame_0463.jpg,labels/train/FD0035_frame_0463.txt,1,0,0x53d3d3d340c0c690,False,True
FD0035_frame_0465,FD0035,465,7.748,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0465.jpg,labels/train/FD0035_frame_0465.txt,2,"0,3",0x53d3d3d34440c290,True,True
FD0035_frame_0471,FD0035,471,7.848,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0471.jpg,labels/train/FD0035_frame_0471.txt,2,"0,3",0x5353d3db4440cac0,False,False
FD0035_frame_0474,FD0035,474,7.898,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0474.jpg,labels/train/FD0035_frame_0474.txt,2,"0,3",0x535353cb44484aa0,False,False
FD0035_frame_0477,FD0035,477,7.948,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0477.jpg,labels/train/FD0035_frame_0477.txt,2,"0,3",0x535353c3446842e0,False,False
FD0035_frame_0480,FD0035,480,7.998,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0480.jpg,labels/train/FD0035_frame_0480.txt,2,"0,3",0x335373e340686ae0,False,False
FD0035_frame_0486,FD0035,486,8.098,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0486.jpg,labels/train/FD0035_frame_0486.txt,2,"0,3",0x333373e3606822a0,False,False
FD0035_frame_0492,FD0035,492,8.198,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0492.jpg,labels/train/FD0035_frame_0492.txt,2,"0,3",0x333333ea24606aa0,False,False
FD0035_frame_0495,FD0035,495,8.248,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0495.jpg,labels/train/FD0035_frame_0495.txt,2,"0,3",0x333333b224206aa0,False,False
FD0035_frame_0501,FD0035,501,8.348,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0501.jpg,labels/train/FD0035_frame_0501.txt,2,"0,3",0x333332a0256062b1,False,False
FD0035_frame_0504,FD0035,504,8.398,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0504.jpg,labels/train/FD0035_frame_0504.txt,2,"0,3",0x3332b22025646231,False,False
FD0035_frame_0507,FD0035,507,8.448,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0507.jpg,labels/train/FD0035_frame_0507.txt,2,"0,3",0x3332b2003566a031,False,False
FD0035_frame_0510,FD0035,510,8.498,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0510.jpg,labels/train/FD0035_frame_0510.txt,2,"0,3",0x3332b2113426a033,False,False
FD0035_frame_0513,FD0035,513,8.548,train,grp_session_20260216_actorA_dark_top,falling,falling,images/train/FD0035_frame_0513.jpg,labels/train/FD0035_frame_0513.txt,2,"0,3",0x3332b2113026a067,False,True
FD0035_frame_0515,FD0035,515,8.581,train,grp_session_20260216_actorA_dark_top,fallen,fallen,images/train/FD0035_frame_0515.jpg,labels/train/FD0035_frame_0515.txt,2,"0,3",0x3332b2013226a067,True,True
FD0035_frame_0520,FD0035,520,8.664,train,grp_session_20260216_actorA_dark_top,fallen,fallen,images/train/FD0035_frame_0520.jpg,labels/train/FD0035_frame_0520.txt,2,"0,3",0x3332b0093232a067,False,False
FD0035_frame_0548,FD0035,548,9.131,train,grp_session_20260216_actorA_dark_top,fallen,fallen,images/train/FD0035_frame_0548.jpg,labels/train/FD0035_frame_0548.txt,2,"0,3",0x3332300932322167,False,True
FD0044_frame_0000,FD0044,0,0.0,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0000.jpg,labels/train/FD0044_frame_0000.txt,1,0,0x321a3ab24a494040,True,True
FD0044_frame_0020,FD0044,20,0.334,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0020.jpg,labels/train/FD0044_frame_0020.txt,1,0,0x321a3a224ac54544,False,False
FD0044_frame_0030,FD0044,30,0.501,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0030.jpg,labels/train/FD0044_frame_0030.txt,1,0,0x321a3a2acac9c547,False,False
FD0044_frame_0040,FD0044,40,0.668,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0040.jpg,labels/train/FD0044_frame_0040.txt,1,0,0x321a7a2ad0d9cd4f,False,False
FD0044_frame_0050,FD0044,50,0.835,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0050.jpg,labels/train/FD0044_frame_0050.txt,1,0,0x329a7a62c0c9cd4f,False,False
FD0044_frame_0070,FD0044,70,1.169,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0070.jpg,labels/train/FD0044_frame_0070.txt,1,0,0x321a7a22d0d0c547,False,False
FD0044_frame_0080,FD0044,80,1.336,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0080.jpg,labels/train/FD0044_frame_0080.txt,1,0,0x329a6a2ada918500,False,False
FD0044_frame_0090,FD0044,90,1.503,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0090.jpg,labels/train/FD0044_frame_0090.txt,1,0,0x3a9a3aaadad08540,False,False
FD0044_frame_0092,FD0044,92,1.536,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0092.jpg,labels/train/FD0044_frame_0092.txt,1,0,0xba9a2aaadad0c540,True,False
FD0044_frame_0100,FD0044,100,1.67,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0100.jpg,labels/train/FD0044_frame_0100.txt,1,0,0xba9a2aaac9d14540,False,False
FD0044_frame_0110,FD0044,110,1.837,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0110.jpg,labels/train/FD0044_frame_0110.txt,1,0,0x989aaaaac9d44540,False,False
FD0044_frame_0130,FD0044,130,2.171,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0130.jpg,labels/train/FD0044_frame_0130.txt,1,0,0x989aaaaa49444440,False,False
FD0044_frame_0150,FD0044,150,2.505,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0150.jpg,labels/train/FD0044_frame_0150.txt,1,0,0x9898baa249484040,False,False
FD0044_frame_0160,FD0044,160,2.672,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0160.jpg,labels/train/FD0044_frame_0160.txt,1,0,0x98dab2a249484042,False,False
FD0044_frame_0170,FD0044,170,2.839,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0170.jpg,labels/train/FD0044_frame_0170.txt,1,0,0x98aab2a249494042,False,False
FD0044_frame_0179,FD0044,179,2.989,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0179.jpg,labels/train/FD0044_frame_0179.txt,1,0,0x98aab2ee49484840,True,False
FD0044_frame_0190,FD0044,190,3.173,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0190.jpg,labels/train/FD0044_frame_0190.txt,1,0,0xb8ba92e66b6a6060,False,False
FD0044_frame_0200,FD0044,200,3.34,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0200.jpg,labels/train/FD0044_frame_0200.txt,1,0,0xb8b29af265646460,False,False
FD0044_frame_0210,FD0044,210,3.506,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0210.jpg,labels/train/FD0044_frame_0210.txt,1,0,0xb2929ad225252420,False,False
FD0044_frame_0217,FD0044,217,3.623,train,grp_session_20260216_actorB_green_polo,pre_fall,standing,images/train/FD0044_frame_0217.jpg,labels/train/FD0044_frame_0217.txt,1,0,0xb2b29ada25242428,False,True
FD0044_frame_0219,FD0044,219,3.657,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0219.jpg,labels/train/FD0044_frame_0219.txt,2,"0,3",0xb2b29ada25252428,True,True
FD0044_frame_0228,FD0044,228,3.807,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0228.jpg,labels/train/FD0044_frame_0228.txt,2,"0,3",0xb2928ada37252420,False,False
FD0044_frame_0231,FD0044,231,3.857,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0231.jpg,labels/train/FD0044_frame_0231.txt,2,"0,3",0x32928aca37352424,False,False
FD0044_frame_0240,FD0044,240,4.007,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0240.jpg,labels/train/FD0044_frame_0240.txt,2,"0,3",0x32928aea32303434,False,False
FD0044_frame_0243,FD0044,243,4.058,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0243.jpg,labels/train/FD0044_frame_0243.txt,2,"0,3",0x3a928eae32323030,False,False
FD0044_frame_0246,FD0044,246,4.108,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0246.jpg,labels/train/FD0044_frame_0246.txt,2,"0,3",0x329aaeee32323230,False,False
FD0044_frame_0252,FD0044,252,4.208,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0252.jpg,labels/train/FD0044_frame_0252.txt,2,"0,3",0x321a86e61a111210,False,False
FD0044_frame_0255,FD0044,255,4.258,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0255.jpg,labels/train/FD0044_frame_0255.txt,2,"0,3",0x321a0cf65a511210,False,False
FD0044_frame_0258,FD0044,258,4.308,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0258.jpg,labels/train/FD0044_frame_0258.txt,2,"0,3",0x30302cec5a511210,False,False
FD0044_frame_0264,FD0044,264,4.408,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0264.jpg,labels/train/FD0044_frame_0264.txt,2,"0,3",0x313014f458511030,False,False
FD0044_frame_0267,FD0044,267,4.458,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0267.jpg,labels/train/FD0044_frame_0267.txt,2,"0,3",0x313434f458593930,False,False
FD0044_frame_0273,FD0044,273,4.558,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0273.jpg,labels/train/FD0044_frame_0273.txt,2,"0,3",0x313424fc1c581830,False,False
FD0044_frame_0279,FD0044,279,4.659,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0279.jpg,labels/train/FD0044_frame_0279.txt,2,"0,3",0x313424fc2c5a101c,False,False
FD0044_frame_0282,FD0044,282,4.709,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0282.jpg,labels/train/FD0044_frame_0282.txt,2,"0,3",0x313424fc055a301c,False,False
FD0044_frame_0285,FD0044,285,4.759,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0285.jpg,labels/train/FD0044_frame_0285.txt,2,"0,3",0x313464fc07583a1c,False,False
FD0044_frame_0288,FD0044,288,4.809,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0288.jpg,labels/train/FD0044_frame_0288.txt,2,"0,3",0x6125e0fc0749383c,False,False
FD0044_frame_0294,FD0044,294,4.909,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0294.jpg,labels/train/FD0044_frame_0294.txt,2,"0,3",0x6121e0fc032d1818,False,False
FD0044_frame_0300,FD0044,300,5.009,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0300.jpg,labels/train/FD0044_frame_0300.txt,2,"0,3",0x6121f9f903250858,False,False
FD0044_frame_0302,FD0044,302,5.043,train,grp_session_20260216_actorB_green_polo,falling,falling,images/train/FD0044_frame_0302.jpg,labels/train/FD0044_frame_0302.txt,2,"0,3",0x6129f9f902050838,False,True
FD0044_frame_0304,FD0044,304,5.076,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0304.jpg,labels/train/FD0044_frame_0304.txt,2,"0,3",0x6129f9f902050878,True,True
FD0044_frame_0310,FD0044,310,5.176,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0310.jpg,labels/train/FD0044_frame_0310.txt,2,"0,3",0x6309f97906051878,False,False
FD0044_frame_0320,FD0044,320,5.343,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0320.jpg,labels/train/FD0044_frame_0320.txt,2,"0,3",0x6bc9f9398619307c,False,False
FD0044_frame_0330,FD0044,330,5.51,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0330.jpg,labels/train/FD0044_frame_0330.txt,2,"0,3",0x69c9f919e7193878,False,False
FD0044_frame_0340,FD0044,340,5.677,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0340.jpg,labels/train/FD0044_frame_0340.txt,2,"0,3",0x69e9f90fe318387c,False,False
FD0044_frame_0350,FD0044,350,5.844,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0350.jpg,labels/train/FD0044_frame_0350.txt,2,"0,3",0x69e9f90de3083078,False,False
FD0044_frame_0360,FD0044,360,6.011,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0360.jpg,labels/train/FD0044_frame_0360.txt,2,"0,3",0x49e9f909e2093078,False,False
FD0044_frame_0370,FD0044,370,6.178,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0370.jpg,labels/train/FD0044_frame_0370.txt,2,"0,3",0x4bc1f919e20930f8,False,False
FD0044_frame_0380,FD0044,380,6.345,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0380.jpg,labels/train/FD0044_frame_0380.txt,2,"0,3",0x6bc9f919c2091078,False,False
FD0044_frame_0400,FD0044,400,6.679,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0400.jpg,labels/train/FD0044_frame_0400.txt,2,"0,3",0xc3c1f179426d3478,False,False
FD0044_frame_0408,FD0044,408,6.813,train,grp_session_20260216_actorB_green_polo,fallen,fallen,images/train/FD0044_frame_0408.jpg,labels/train/FD0044_frame_0408.txt,2,"0,3",0xd3d3f37b876934f8,False,True
FD0049_frame_0000,FD0049,0,0.0,val,grp_session_20260216_actorC_male_glasses,pre_fall,standing,images/val/FD0049_frame_0000.jpg,labels/val/FD0049_frame_0000.txt,1,0,0x2a6a6a8e81808087,True,True
FD0049_frame_0010,FD0049,10,0.2,val,grp_session_20260216_actorC_male_glasses,pre_fall,standing,images/val/FD0049_frame_0010.jpg,labels/val/FD0049_frame_0010.txt,1,0,0x6a6aba8e81808087,False,False
FD0049_frame_0030,FD0049,30,0.6,val,grp_session_20260216_actorC_male_glasses,pre_fall,standing,images/val/FD0049_frame_0030.jpg,labels/val/FD0049_frame_0030.txt,1,0,0x2a6a9e8e818080c7,False,False
FD0049_frame_0060,FD0049,60,1.2,val,grp_session_20260216_actorC_male_glasses,pre_fall,standing,images/val/FD0049_frame_0060.jpg,labels/val/FD0049_frame_0060.txt,1,0,0x2a22de83808080a3,False,False
FD0049_frame_0090,FD0049,90,1.8,val,grp_session_20260216_actorC_male_glasses,pre_fall,standing,images/val/FD0049_frame_0090.jpg,labels/val/FD0049_frame_0090.txt,1,0,0x2230cec3808081b3,False,False
FD0049_frame_0100,FD0049,100,2.0,val,grp_session_20260216_actorC_male_glasses,pre_fall,standing,images/val/FD0049_frame_0100.jpg,labels/val/FD0049_frame_0100.txt,1,0,0x2234ccc3c1808193,False,False
FD0049_frame_0110,FD0049,110,2.2,val,grp_session_20260216_actorC_male_glasses,pre_fall,standing,images/val/FD0049_frame_0110.jpg,labels/val/FD0049_frame_0110.txt,1,0,0x3034d4c3d0d0819b,False,False
FD0049_frame_0113,FD0049,113,2.26,val,grp_session_20260216_actorC_male_glasses,pre_fall,standing,images/val/FD0049_frame_0113.jpg,labels/val/FD0049_frame_0113.txt,1,0,0x3034d4c752d080db,False,True
FD0049_frame_0114,FD0049,114,2.28,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0114.jpg,labels/val/FD0049_frame_0114.txt,2,"0,3",0x3034d4c7515084db,True,True
FD0049_frame_0117,FD0049,117,2.34,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0117.jpg,labels/val/FD0049_frame_0117.txt,2,"0,3",0x203494c35158d4ca,False,False
FD0049_frame_0120,FD0049,120,2.4,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0120.jpg,labels/val/FD0049_frame_0120.txt,2,"0,3",0x383494475148c44a,False,False
FD0049_frame_0123,FD0049,123,2.46,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0123.jpg,labels/val/FD0049_frame_0123.txt,2,"0,3",0x3834b44740c8c24a,False,False
FD0049_frame_0126,FD0049,126,2.52,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0126.jpg,labels/val/FD0049_frame_0126.txt,2,"0,3",0x3008b4774248cb4b,False,False
FD0049_frame_0129,FD0049,129,2.58,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0129.jpg,labels/val/FD0049_frame_0129.txt,2,"0,3",0x302c34536260c9c9,False,False
FD0049_frame_0132,FD0049,132,2.64,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0132.jpg,labels/val/FD0049_frame_0132.txt,2,"0,3",0x30302c137264c1c9,False,False
FD0049_frame_0135,FD0049,135,2.7,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0135.jpg,labels/val/FD0049_frame_0135.txt,2,"0,3",0x303434135a6260c9,False,False
FD0049_frame_0138,FD0049,138,2.76,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0138.jpg,labels/val/FD0049_frame_0138.txt,2,"0,3",0x303438275a2a64c1,False,False
FD0049_frame_0143,FD0049,143,2.86,val,grp_session_20260216_actorC_male_glasses,falling,falling,images/val/FD0049_frame_0143.jpg,labels/val/FD0049_frame_0143.txt,2,"0,3",0x303434375a2864c4,False,True
FD0049_frame_0145,FD0049,145,2.9,val,grp_session_20260216_actorC_male_glasses,fallen,fallen,images/val/FD0049_frame_0145.jpg,labels/val/FD0049_frame_0145.txt,2,"0,3",0x3034343a562864d0,True,True
FD0049_frame_0150,FD0049,150,3.0,val,grp_session_20260216_actorC_male_glasses,fallen,fallen,images/val/FD0049_frame_0150.jpg,labels/val/FD0049_frame_0150.txt,2,"0,3",0x30303432452ee5c5,False,False
FD0049_frame_0160,FD0049,160,3.2,val,grp_session_20260216_actorC_male_glasses,fallen,fallen,images/val/FD0049_frame_0160.jpg,labels/val/FD0049_frame_0160.txt,2,"0,3",0x30303473552ea5e5,False,False
FD0049_frame_0170,FD0049,170,3.4,val,grp_session_20260216_actorC_male_glasses,fallen,fallen,images/val/FD0049_frame_0170.jpg,labels/val/FD0049_frame_0170.txt,2,"0,3",0x3034b413552eade4,False,False
FD0049_frame_0180,FD0049,180,3.6,val,grp_session_20260216_actorC_male_glasses,fallen,fallen,images/val/FD0049_frame_0180.jpg,labels/val/FD0049_frame_0180.txt,2,"0,3",0x3034b423142eadc4,False,False
FD0049_frame_0184,FD0049,184,3.68,val,grp_session_20260216_actorC_male_glasses,fallen,fallen,images/val/FD0049_frame_0184.jpg,labels/val/FD0049_frame_0184.txt,2,"0,3",0x34347423152eadc4,False,True
FD0024_frame_0000,FD0024,0,0.0,train,grp_session_20260223_actorD_pink_shirt,pre_fall,Sleeping,images/train/FD0024_frame_0000.jpg,labels/train/FD0024_frame_0000.txt,1,0,0x9c84981860686b8e,True,True
FD0024_frame_0070,FD0024,70,1.166,train,grp_session_20260223_actorD_pink_shirt,pre_fall,Sleeping,images/train/FD0024_frame_0070.jpg,labels/train/FD0024_frame_0070.txt,1,0,0x1c8498187078638e,False,False
